listing_id,vin,back_legroom,bed,bed_height,bed_length,cabin,engine_cylinders,engine_displacement,fleet,frame_damaged,franchise_dealer,franchise_make,front_legroom,fuel_tank_volume,has_accidents,height,interior_color,isCab,listing_color,major_options,power,salvage,savings_amount,seller_rating,sp_id,sp_name,theft_title,torque,transmission_display,trimId,vehicle_damage_category,wheel_system,wheel_system_display,wheelbase,width
275004304,KL7CJLSB1JB655622,35.7 in,,,,,I4,1400,FALSE,FALSE,TRUE,Chevrolet,40.8 in,14 gal,FALSE,66 in,Jet Black,FALSE,SILVER,"['Driver Confidence Package', 'Power Package', 'Preferred Package', 'Premium Wheels', 'Blind Spot Monitoring', 'Parking Sensors', 'Android Auto', 'CarPlay', 'LT Package', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Sound Package', 'Convenience Package']","138 hp @ 4,900 RPM",FALSE,1641,3.447761194,314501,Atlantic Chevrolet Cadillac,FALSE,148 lb-ft @ 200 RPM,6-Speed Automatic,t75106,,FWD,Front-Wheel Drive,100.6 in,69.9 in
277038004,WA1A4AFY5J2008963,37.8 in,,,,,V6,3000,FALSE,FALSE,TRUE,Jeep,41 in,18.5 gal,FALSE,65.3 in,Black,FALSE,BLACK,"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Adaptive Suspension', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats']","354 hp @ 5,400 RPM",FALSE,4519,2.8,62178,Eastchester Chrysler Jeep Dodge Ram,FALSE,"369 lb-ft @ 1,370 RPM",8-Speed Automatic,t73077,,AWD,All-Wheel Drive,111.2 in,84.3 in
279794912,SALWS2RU4LA742754,37 in,,,,,I6,3000,,,TRUE,Land Rover,39.5 in,27.6 gal,,71 in,White (Pimento/Ebony/Ebony/Pimento/Ebony),,WHITE,"['Adaptive Cruise Control', 'Blind Spot Monitoring']","395 hp @ 5,500 RPM",,0,3,389227,Land Rover San Juan,,"406 lb-ft @ 2,000 RPM",8-Speed Automatic Overdrive,t86086,,AWD,All-Wheel Drive,115.1 in,87.4 in
281290570,SALWR2RY2LA745490,37 in,,,,,I4,2000,,,TRUE,Land Rover,39.5 in,24.1 gal,,71 in,White (Almond/Espresso/Almond/Ivory),,WHITE,"['Adaptive Cruise Control', 'Backup Camera', 'Blind Spot Monitoring', 'Parking Sensors', 'Multi Zone Climate Control']","398 hp @ 5,500 RPM",,0,3,389227,Land Rover San Juan,,"472 lb-ft @ 1,500 RPM",8-Speed Automatic Overdrive,t86692,,AWD,All-Wheel Drive,115.1 in,87.4 in
279129188,3G1BF6SM9HS532435,36.1 in,,,,,I4,1400,FALSE,FALSE,TRUE,Chevrolet,42 in,13.7 gal,FALSE,57.7 in,Jet Black,FALSE,UNKNOWN,"['Leather Seats', 'Sunroof/Moonroof', 'Power Package', 'Driver Confidence Package', 'Navigation System', 'Adaptive Cruise Control', 'RS Package', 'Preferred Package', 'Technology Package', 'Premium Wheels', 'Blind Spot Monitoring', 'Parking Sensors', 'Heat Package', 'Heated Seats', 'Android Auto', 'CarPlay', 'SE Package', 'Appearance Package', 'Security Package', 'Audio Package', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Convenience Package']","153 hp @ 5,600 RPM",FALSE,1846,3.447761194,314501,Atlantic Chevrolet Cadillac,FALSE,,6-Speed Automatic,t68159,,FWD,Front-Wheel Drive,106.3 in,70.5 in
259875977,SADFP2FX2L1Z84308,35.1 in,,,,,I4,2000,FALSE,FALSE,TRUE,Land Rover,40.6 in,18.1 gal,FALSE,64.9 in,None,FALSE,BLUE,"['Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start']","246 hp @ 5,500 RPM",FALSE,0,3,389227,Land Rover San Juan,FALSE,"269 lb-ft @ 1,350 RPM",9-Speed Automatic Overdrive,t86816,,AWD,All-Wheel Drive,105.6 in,82.2 in
244110455,3MZBPAEM2KM105271,35.1 in,,,,,I4,2500,,,TRUE,Jeep,42.3 in,13.2 gal,,56.9 in,Black,,RED,"['Leather Seats', 'Sunroof/Moonroof', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera']","186 hp @ 6,000 RPM",,0,2.8,370599,Flagship Chrysler,,"186 lb-ft @ 4,000 RPM",6-Speed Automatic Overdrive,t85264,,FWD,Front-Wheel Drive,107.3 in,70.7 in
277870323,2GNAXHEV6K6149419,39.9 in,,,,,I4,1500,FALSE,FALSE,TRUE,Chevrolet,40.9 in,14.9 gal,FALSE,65.4 in,Jet Black,FALSE,GRAY,"['Driver Confidence Package', 'Power Package', 'Preferred Package', 'Premium Wheels', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'CarPlay', 'LT Package', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Convenience Package']",,FALSE,3021,3.447761194,314501,Atlantic Chevrolet Cadillac,FALSE,,6-Speed Automatic Overdrive,t79055,,FWD,Front-Wheel Drive,107.3 in,72.6 in
275894461,1C4RDJEG9HC611713,38.6 in,,,,,V6,3600,FALSE,FALSE,TRUE,Dodge,40.3 in,24.6 gal,FALSE,70.9 in,Sepia/Black,FALSE,WHITE,"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Third Row Seating', 'Blind Spot Monitoring', 'Parking Sensors', 'Heated Seats', 'Quick Order Package', 'Bluetooth', 'Backup Camera', 'Remote Start']","360 hp @ 5,150 RPM",FALSE,965,2.8,62178,Eastchester Chrysler Jeep Dodge Ram,FALSE,"390 lb-ft @ 4,250 RPM",8-Speed Automatic,t68694,,AWD,All-Wheel Drive,119.8 in,85.5 in
278438779,1C4HJWEG4GL334811,37.2 in,,,,,V6,3600,FALSE,FALSE,TRUE,Jeep,41 in,22.5 gal,FALSE,72.6 in,Black,FALSE,SILVER,"['Leather Seats', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Remote Start', 'Heated Seats', 'Quick Order Package']","285 hp @ 6,400 RPM",FALSE,5078,2.8,62178,Eastchester Chrysler Jeep Dodge Ram,FALSE,"260 lb-ft @ 4,800 RPM",5-Speed Automatic,t67176,,4WD,Four-Wheel Drive,116 in,82.8 in
261029450,SALZL2GX4LH060990,33.8 in,,,,,I4,2000,,,TRUE,Land Rover,40 in,17.7 gal,,64.9 in,Black (Ebony),,GRAY,"['Adaptive Cruise Control', 'Backup Camera']","296 hp @ 5,500 RPM",,0,3,389227,Land Rover San Juan,,"295 lb-ft @ 1,600 RPM",9-Speed Automatic Overdrive,t85531,,AWD,All-Wheel Drive,105.6 in,82.7 in
280096673,1GNKRGKD8HJ199237,36.8 in,,,,,V6,3600,FALSE,FALSE,TRUE,Chevrolet,41.3 in,22 gal,FALSE,69.9 in,Black (Ebony),FALSE,GRAY,"['Power Package', 'Navigation System', 'Preferred Package', 'Technology Package', 'Third Row Seating', 'Premium Wheels', 'Trailer Package', 'Heat Package', 'Parking Sensors', 'Heated Seats', 'Tow Package', 'Acoustical Package', 'LT Package', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Cargo Package', 'Convenience Package']","281 hp @ 6,300 RPM",FALSE,1634,3.447761194,314501,Atlantic Chevrolet Cadillac,FALSE,"266 lb-ft @ 3,400 RPM",6-Speed Automatic,t67377,,FWD,Front-Wheel Drive,118.9 in,78.5 in
244955514,3MZBPAEMXKM109763,35.1 in,,,,,I4,2500,,,TRUE,Jeep,42.3 in,13.2 gal,,56.9 in,Black,,GRAY,"['Leather Seats', 'Sunroof/Moonroof', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera']","186 hp @ 6,000 RPM",,0,2.8,370599,Flagship Chrysler,,"186 lb-ft @ 4,000 RPM",6-Speed Automatic Overdrive,t85264,,FWD,Front-Wheel Drive,107.3 in,70.7 in
277870319,1GCVKREC5HZ293912,34.6 in,,--,78.9 in,,V8,5300,FALSE,FALSE,TRUE,Chevrolet,45.3 in,26 gal,FALSE,73.9 in,Jet Black,FALSE,BLACK,"['Leather Seats', 'Power Package', 'Navigation System', 'Preferred Package', 'Premium Wheels', 'Trailer Package', 'Parking Sensors', 'Heated Seats', 'Tow Package', 'CarPlay', 'LT Package', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Convenience Package']","355 hp @ 5,600 RPM",FALSE,3792,3.447761194,314501,Atlantic Chevrolet Cadillac,FALSE,"383 lb-ft @ 4,100 RPM",6-Speed Automatic Overdrive,t67808,,4WD,Four-Wheel Drive,143.5 in,80 in
278935760,1C4RJFAG1EC131530,38.6 in,,,,,V6,3600,FALSE,FALSE,TRUE,Jeep,40.3 in,24.6 gal,FALSE,69.4 in,Black/Light Frost Beige,FALSE,RED,"['Leather Seats', 'Alloy Wheels', 'Bluetooth', 'Quick Order Package']","290 hp @ 6,400 RPM",FALSE,1520,2.8,62178,Eastchester Chrysler Jeep Dodge Ram,FALSE,"260 lb-ft @ 4,800 RPM",8-Speed Automatic,t49174,,4WD,Four-Wheel Drive,114.8 in,84.8 in
280243424,1C4RDJDG1HC697021,38.6 in,,,,,V6,3600,FALSE,FALSE,TRUE,Dodge,40.3 in,24.6 gal,FALSE,70.9 in,Black,FALSE,BLACK,"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Appearance Package', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Parking Sensors', 'Heated Seats', 'Quick Order Package']","295 hp @ 6,400 RPM",FALSE,2027,2.8,62178,Eastchester Chrysler Jeep Dodge Ram,FALSE,"260 lb-ft @ 4,800 RPM",8-Speed Automatic,t68695,,AWD,All-Wheel Drive,119.8 in,85.5 in
278527407,1C4BJWDG2HL503796,37.2 in,,,,,V6,3600,FALSE,FALSE,TRUE,Jeep,41 in,22.5 gal,FALSE,72.6 in,Black,FALSE,WHITE,"['Alloy Wheels', 'Steel Wheels', 'Bluetooth', 'Quick Order Package']","285 hp @ 6,400 RPM",FALSE,1353,2.8,62178,Eastchester Chrysler Jeep Dodge Ram,FALSE,"260 lb-ft @ 4,800 RPM",5-Speed Automatic,t69686,,4WD,Four-Wheel Drive,116 in,73.7 in
267851181,SALRG2RV0L2433588,37.6 in,,,,,V6,3000,,,TRUE,Land Rover,39 in,23.5 gal,,73 in,White (Acorn/Ebony/Acorn),,WHITE,"['Sunroof/Moonroof', 'Navigation System', 'Cold Weather Package']","340 hp @ 6,500 RPM",,0,3,389227,Land Rover San Juan,,"332 lb-ft @ 3,500 RPM",8-Speed Automatic Overdrive,t86076,,AWD,All-Wheel Drive,115 in,87.4 in
279398712,SALWS2RU9LA739641,37 in,,,,,I6,3000,,,TRUE,Land Rover,39.5 in,27.6 gal,,71 in,Gray (Ebony/Ebony/Ebony/Ebony),,GRAY,"['Adaptive Cruise Control', 'Blind Spot Monitoring', 'Multi Zone Climate Control']","395 hp @ 5,500 RPM",,0,3,389227,Land Rover San Juan,,"406 lb-ft @ 2,000 RPM",8-Speed Automatic Overdrive,t86086,,AWD,All-Wheel Drive,115.1 in,87.4 in
278451692,1GYFZCR4XKF158492,39.5 in,,,,,I4,2000,FALSE,FALSE,TRUE,Cadillac,40.4 in,15.9 gal,FALSE,64.1 in,Jet Black,FALSE,WHITE,"['Leather Seats', 'Sunroof/Moonroof', 'Power Package', 'Navigation System', 'Adaptive Cruise Control', 'Preferred Package', 'Technology Package', 'Premium Wheels', 'Blind Spot Monitoring', 'Heat Package', 'Parking Sensors', 'Premium Package', 'Heated Seats', 'Android Auto', 'Cold Weather Package', 'CarPlay', 'Luxury Package', 'Multi Zone Climate Control', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Comfort Package', 'Convenience Package']","237 hp @ 5,000 RPM",FALSE,3345,3.447761194,314501,Atlantic Chevrolet Cadillac,FALSE,"258 lb-ft @ 1,500 RPM",9-Speed Automatic,t78739,,FWD,Front-Wheel Drive,109.4 in,83.5 in
281290574,SALWR2RY1LA746050,37 in,,,,,I4,2000,,,TRUE,Land Rover,39.5 in,24.1 gal,,71 in,Gray (Ebony/Ebony/Ebony/Ebony),,GRAY,"['Adaptive Cruise Control', 'Backup Camera', 'Blind Spot Monitoring', 'Parking Sensors']","398 hp @ 5,500 RPM",,0,3,389227,Land Rover San Juan,,"472 lb-ft @ 1,500 RPM",8-Speed Automatic Overdrive,t86692,,AWD,All-Wheel Drive,115.1 in,87.4 in
279380801,1N4AA6AP5HC448508,34.2 in,,,,,V6,3500,TRUE,FALSE,TRUE,Jeep,45 in,18 gal,FALSE,56.5 in,Black (Charcoal),TRUE,WHITE,"['Leather Seats', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Adaptive Suspension', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats', 'CarPlay']","300 hp @ 6,400 RPM",FALSE,927,2.8,62178,Eastchester Chrysler Jeep Dodge Ram,FALSE,"261 lb-ft @ 4,400 RPM",Continuously Variable Transmission,t68137,,FWD,Front-Wheel Drive,109.3 in,73.2 in
267851170,SALRG2RV9L2433959,37.6 in,,,,,V6,3000,,,TRUE,Land Rover,39 in,23.5 gal,,73 in,White (Ebony/Ebony/Ebony),,WHITE,"['Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control']","340 hp @ 6,500 RPM",,0,3,389227,Land Rover San Juan,,"332 lb-ft @ 3,500 RPM",8-Speed Automatic Overdrive,t86076,,AWD,All-Wheel Drive,115 in,87.4 in
280017020,1C4RJFCG8HC949323,38.6 in,,,,,V6,3000,FALSE,FALSE,TRUE,Jeep,40.3 in,24.6 gal,FALSE,69.3 in,Blue,FALSE,WHITE,"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Parking Sensors', 'Heated Seats', 'Quick Order Package']","360 hp @ 5,150 RPM",FALSE,3688,2.8,62178,Eastchester Chrysler Jeep Dodge Ram,FALSE,"390 lb-ft @ 4,250 RPM",8-Speed Automatic,t68770,,4WD,Four-Wheel Drive,114.8 in,84.8 in
278527411,WDC0G4KB7HF255118,37.3 in,,,,,I4,2000,FALSE,FALSE,TRUE,Jeep,40.8 in,17.4 gal,FALSE,64.5 in,Brown (Beige),FALSE,WHITE,"['Leather Seats', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Heated Seats']","241 hp @ 5,550 RPM",FALSE,1076,2.8,62178,Eastchester Chrysler Jeep Dodge Ram,FALSE,"273 lb-ft @ 1,300 RPM",9-Speed Automatic,t69035,,AWD,All-Wheel Drive,113.1 in,82.5 in
274782570,1GNKRGKD3HJ219619,36.8 in,,,,,V6,3600,TRUE,FALSE,TRUE,Chevrolet,41.3 in,22 gal,FALSE,69.9 in,Dark Titanium/Light Titanium,TRUE,BLACK,"['Power Package', 'Navigation System', 'Preferred Package', 'Technology Package', 'Third Row Seating', 'Premium Wheels', 'Heat Package', 'Parking Sensors', 'Heated Seats', 'LT Package', 'Audio Package', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Cargo Package', 'Convenience Package']","281 hp @ 6,300 RPM",FALSE,3090,3.447761194,314501,Atlantic Chevrolet Cadillac,FALSE,"266 lb-ft @ 3,400 RPM",6-Speed Automatic,t67377,,FWD,Front-Wheel Drive,118.9 in,78.5 in
277936340,1C4PJMDB0JD613843,40.3 in,,,,,I4,2400,FALSE,FALSE,TRUE,Jeep,41.1 in,15.9 gal,FALSE,66.2 in,Black,FALSE,BLUE,"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Parking Sensors', 'Heated Seats', 'Quick Order Package']","271 hp @ 6,500 RPM",FALSE,2948,2.8,62178,Eastchester Chrysler Jeep Dodge Ram,FALSE,"239 lb-ft @ 4,400 RPM",9-Speed Automatic,t75210,,4WD,Four-Wheel Drive,106.3 in,73.2 in
276184105,1GCVKREC2HZ245767,34.6 in,,--,78.9 in,,V8,5300,FALSE,FALSE,TRUE,Chevrolet,45.3 in,26 gal,FALSE,73.9 in,Jet Black,FALSE,SILVER,"['Power Package', 'Navigation System', 'Suspension Package', 'Alloy Wheels', 'Preferred Package', 'Trailer Package', 'Parking Sensors', 'Heated Seats', 'Tow Package', 'CarPlay', 'LT Package', 'Z 71 Package', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Off Road Package', 'Convenience Package', 'Z71 Package']","355 hp @ 5,600 RPM",FALSE,2018,3.447761194,314501,Atlantic Chevrolet Cadillac,FALSE,"383 lb-ft @ 4,100 RPM",6-Speed Automatic Overdrive,t67808,,4WD,Four-Wheel Drive,143.5 in,80 in
244955520,3MZBPAEM6KM108965,35.1 in,,,,,I4,2500,,,TRUE,Jeep,42.3 in,13.2 gal,,56.9 in,Black,,BLACK,"['Leather Seats', 'Sunroof/Moonroof', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera']","186 hp @ 6,000 RPM",,0,2.8,370599,Flagship Chrysler,,"186 lb-ft @ 4,000 RPM",6-Speed Automatic Overdrive,t85264,,FWD,Front-Wheel Drive,107.3 in,70.7 in
278935759,WDDGF8BBXCR195380,,,,,,V6,,TRUE,FALSE,TRUE,Jeep,,,FALSE,,Black,FALSE,BLACK,"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Heated Seats']",,FALSE,3097,2.8,62178,Eastchester Chrysler Jeep Dodge Ram,FALSE,,7-Speed Automatic,,,,,,
280228434,1GNKVJKDXFJ118566,36.8 in,,,,,V6,3600,FALSE,FALSE,TRUE,Jeep,41.3 in,22 gal,FALSE,69.9 in,Black (Ebony),FALSE,GRAY,"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Preferred Package', 'Third Row Seating', 'Blind Spot Monitoring', 'Parking Sensors', 'Heated Seats', 'Bluetooth', 'Memory Package', 'Backup Camera', 'Remote Start']","288 hp @ 6,300 RPM",FALSE,1893,2.8,62178,Eastchester Chrysler Jeep Dodge Ram,FALSE,"270 lb-ft @ 3,400 RPM",6-Speed Automatic,t54875,,AWD,All-Wheel Drive,118.9 in,78.5 in
266911052,SALCM2GX0LH857529,38.1 in,,,,,I4,2000,,,TRUE,Land Rover,39.1 in,17.7 gal,,68 in,Black (Ebony),,BLACK,['Navigation System'],"286 hp @ 5,500 RPM",,0,3,389227,Land Rover San Juan,,"295 lb-ft @ 1,500 RPM",9-Speed Automatic Overdrive,t86758,,AWD,All-Wheel Drive,107.9 in,85.6 in
276992507,1G1FF1R74J0107657,29.9 in,,,,,V8,6200,FALSE,FALSE,TRUE,Chevrolet,43.9 in,19 gal,FALSE,53.1 in,Jet Black,FALSE,WHITE,"['Performance Package', 'Leather Seats', 'Navigation System', 'Bluetooth', 'Premium Wheels', 'Backup Camera', 'Remote Start', 'CarPlay']","455 hp @ 6,000 RPM",FALSE,3979,3.447761194,314501,Atlantic Chevrolet Cadillac,FALSE,"455 lb-ft @ 4,400 RPM",8-Speed Automatic,t73908,,RWD,Rear-Wheel Drive,110.7 in,74.7 in
247331160,JM1BPANM5K1139351,35.1 in,,,,,I4,2500,,,TRUE,Jeep,42.3 in,13.2 gal,,56.7 in,Black,,GRAY,"['Leather Seats', 'Sunroof/Moonroof', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera']","186 hp @ 6,000 RPM",,0,2.8,370599,Flagship Chrysler,,"186 lb-ft @ 4,000 RPM",,t85263,,FWD,Front-Wheel Drive,107.3 in,70.7 in
276394990,1GNKVHKD7HJ120030,36.8 in,,,,,V6,3600,FALSE,FALSE,TRUE,Chevrolet,41.3 in,22 gal,FALSE,69.9 in,Ebony/Saddle Up,FALSE,BLACK,"['Leather Seats', 'Sunroof/Moonroof', 'Power Package', 'Driver Confidence Package', 'Navigation System', 'Preferred Package', 'Third Row Seating', 'Premium Wheels', 'Blind Spot Monitoring', 'Parking Sensors', 'Heat Package', 'Heated Seats', 'Tow Package', 'Multi Zone Climate Control', '2lt Package', 'LE Package', 'Acoustical Package', 'LT Package', 'Audio Package', 'Bluetooth', 'Memory Package', 'Backup Camera', 'Remote Start', 'Convenience Package']","281 hp @ 6,300 RPM",FALSE,2195,3.447761194,314501,Atlantic Chevrolet Cadillac,FALSE,"266 lb-ft @ 3,400 RPM",6-Speed Automatic,t67373,,AWD,All-Wheel Drive,118.9 in,78.5 in
267851176,SALRG2RV7L2433667,37.6 in,,,,,V6,3000,,,TRUE,Land Rover,39 in,23.5 gal,,73 in,White (Ebony/Ebony/Ebony),,WHITE,"['Sunroof/Moonroof', 'Adaptive Cruise Control']","340 hp @ 6,500 RPM",,0,3,389227,Land Rover San Juan,,"332 lb-ft @ 3,500 RPM",8-Speed Automatic Overdrive,t86076,,AWD,All-Wheel Drive,115 in,87.4 in
268609421,SALYU2EE8LA272360,37.1 in,,,,,V8,5000,,,TRUE,Land Rover,40.2 in,21.7 gal,,66 in,"Gray (Ebony, Ebony/Ebony, Ebony)",,GRAY,['Backup Camera'],"550 hp @ 6,000 RPM",,0,3,389227,Land Rover San Juan,,"502 lb-ft @ 3,500 RPM",8-Speed Automatic Overdrive,t85619,,AWD,All-Wheel Drive,113.1 in,84.4 in
281290573,SALWR2RY1LA745996,37 in,,,,,I4,2000,,,TRUE,Land Rover,39.5 in,24.1 gal,,71 in,Blue (Ebony/Ebony/Ebony/Ebony),,BLUE,"['Adaptive Cruise Control', 'Backup Camera', 'Blind Spot Monitoring', 'Parking Sensors', 'Multi Zone Climate Control']","398 hp @ 5,500 RPM",,0,3,389227,Land Rover San Juan,,"472 lb-ft @ 1,500 RPM",8-Speed Automatic Overdrive,t86692,,AWD,All-Wheel Drive,115.1 in,87.4 in
280226864,1C4RJFAGXHC963677,38.6 in,,,,,V6,3600,FALSE,FALSE,TRUE,Jeep,40.3 in,24.6 gal,FALSE,69.3 in,Black,FALSE,RED,"['Leather Seats', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Parking Sensors', 'Quick Order Package']","295 hp @ 6,400 RPM",FALSE,1977,2.8,62178,Eastchester Chrysler Jeep Dodge Ram,FALSE,"260 lb-ft @ 4,800 RPM",8-Speed Automatic,t68764,,4WD,Four-Wheel Drive,114.8 in,84.8 in
279804873,WVGSV7AXXHK031394,35.8 in,,,,,I4,2000,FALSE,FALSE,TRUE,Jeep,40.1 in,16.9 gal,TRUE,67.1 in,Black,FALSE,WHITE,"['Leather Seats', 'Sunroof/Moonroof', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Heated Seats']","200 hp @ 5,100 RPM",FALSE,519,2.8,62178,Eastchester Chrysler Jeep Dodge Ram,FALSE,"207 lb-ft @ 1,700 RPM",6-Speed Automatic,t69074,,AWD,All-Wheel Drive,102.5 in,71.2 in
278451690,1GYFZCR48KF111719,39.5 in,,,,,I4,2000,FALSE,FALSE,TRUE,Cadillac,40.4 in,15.9 gal,FALSE,64.1 in,Jet Black,FALSE,SILVER,"['Leather Seats', 'Sunroof/Moonroof', 'Power Package', 'Navigation System', 'Adaptive Cruise Control', 'Preferred Package', 'Technology Package', 'Premium Wheels', 'Blind Spot Monitoring', 'Parking Sensors', 'Heat Package', 'Premium Package', 'Heated Seats', 'Tow Package', 'Android Auto', 'Cold Weather Package', 'CarPlay', 'Luxury Package', 'Multi Zone Climate Control', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Comfort Package', 'Convenience Package']","237 hp @ 5,000 RPM",FALSE,4823,3.447761194,314501,Atlantic Chevrolet Cadillac,FALSE,"258 lb-ft @ 1,500 RPM",9-Speed Automatic,t78739,,FWD,Front-Wheel Drive,109.4 in,83.5 in
253477541,SALGS2RU1LA574558,39.3 in,,,,,I6,3000,,,TRUE,Land Rover,39.1 in,27.6 gal,,73.6 in,Black (Ebony/Ebony/Ebony/Ebony),,BLACK,"['Adaptive Cruise Control', 'Blind Spot Monitoring']","395 hp @ 5,500 RPM",,0,3,389227,Land Rover San Juan,,"406 lb-ft @ 2,000 RPM",8-Speed Automatic Overdrive,t87537,,AWD,All-Wheel Drive,115 in,87.4 in
277153337,1G1ZD5ST9JF127126,38.1 in,,,,,I4,1500,FALSE,FALSE,TRUE,Chevrolet,42 in,15.8 gal,FALSE,57.6 in,Jet Black,FALSE,RED,"['Driver Confidence Package', 'Power Package', 'Navigation System', 'Preferred Package', 'Technology Package', 'Premium Wheels', 'Blind Spot Monitoring', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'CarPlay', 'LT Package', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Convenience Package']","160 hp @ 5,700 RPM",FALSE,2866,3.447761194,314501,Atlantic Chevrolet Cadillac,FALSE,"184 lb-ft @ 2,500 RPM",6-Speed Automatic,t74365,,FWD,Front-Wheel Drive,111.4 in,73 in
262942019,SADFP2FX8L1Z86869,35.1 in,,,,,I4,2000,FALSE,FALSE,TRUE,Land Rover,40.6 in,18.1 gal,FALSE,64.9 in,None,FALSE,GRAY,"['Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start']","246 hp @ 5,500 RPM",FALSE,0,3,389227,Land Rover San Juan,FALSE,"269 lb-ft @ 1,350 RPM",9-Speed Automatic Overdrive,t86816,,AWD,All-Wheel Drive,105.6 in,82.2 in
241789837,JM1GL1XY7J1328891,38.7 in,,,,,I4,2500,,,TRUE,Jeep,42.2 in,16.4 gal,,57.1 in,None,,BLUE,"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera']","250 hp @ 5,000 RPM",,0,2.8,370599,Flagship Chrysler,,"310 lb-ft @ 2,000 RPM",6-Speed Automatic Overdrive,t78505,,FWD,Front-Wheel Drive,111.4 in,72.4 in
281290571,SALEJ7EX6L2013418,39.1 in,,,,,I4,2000,,,TRUE,Land Rover,39.1 in,23.8 gal,,77.4 in,Black (Ebony/Ebony/Ebony),,BLACK,['Adaptive Cruise Control'],"296 hp @ 5,500 RPM",,0,3,389227,Land Rover San Juan,,"295 lb-ft @ 1,500 RPM",8-Speed Automatic Overdrive,t89202,,AWD,All-Wheel Drive,119 in,82.9 in
280468177,3C4NJDBB5KT599511,38.3 in,,--,--,,I4,2400,FALSE,FALSE,TRUE,Jeep,41.8 in,13.5 gal,FALSE,64.8 in,Black,FALSE,GRAY,"['Leather Seats', 'Sunroof/Moonroof', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Heated Seats', 'Quick Order Package']","180 hp @ 6,400 RPM",FALSE,1785,2.8,62178,Eastchester Chrysler Jeep Dodge Ram,FALSE,"175 lb-ft @ 3,900 RPM",9-Speed Automatic,t82990,,4WD,Four-Wheel Drive,103.8 in,80 in
274048186,1G1BF5SM0H7110191,36.1 in,,,,,I4,1400,FALSE,FALSE,TRUE,Chevrolet,42 in,13.7 gal,FALSE,57.4 in,Jet Black,FALSE,BLACK,"['Sport Package', 'Leather Seats', 'Sunroof/Moonroof', 'Driver Confidence Package', 'Power Package', 'Navigation System', 'RS Package', 'Preferred Package', 'Technology Package', 'Premium Wheels', 'Blind Spot Monitoring', 'Heat Package', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'CarPlay', 'SE Package', 'Security Package', 'Audio Package', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Convenience Package']","153 hp @ 5,600 RPM",FALSE,1831,3.447761194,314501,Atlantic Chevrolet Cadillac,FALSE,,6-Speed Automatic,t67588,,FWD,Front-Wheel Drive,106.3 in,70.5 in
